method,fold,location_p,error,true_x,true_y
wcl_powerdomain,forward_to_backward,37,3.889205579987812,0,40
wcl_powerdomain,forward_to_backward,38,2.0493142851685424,0,42
wcl_powerdomain,forward_to_backward,39,1.1202948941015793,0,44
wcl_powerdomain,forward_to_backward,40,2.1583932242056405,0,46
wcl_powerdomain,forward_to_backward,41,4.369301359875952,0,48
wcl_powerdomain,forward_to_backward,42,5.840117413243515,0,50
wcl_powerdomain,forward_to_backward,43,3.402858379099406,0,52
wcl_powerdomain,forward_to_backward,44,5.031995356495413,0,54
wcl_powerdomain,forward_to_backward,45,5.48144037063893,0,56
wcl_powerdomain,forward_to_backward,46,4.805983851661869,2,56
wcl_powerdomain,forward_to_backward,47,3.1552833844467707,4,56
wcl_powerdomain,forward_to_backward,48,1.062728443190247,6,56
wcl_powerdomain,forward_to_backward,49,1.5403724424666752,8,56
wcl_powerdomain,forward_to_backward,50,1.6874452659900216,10,56
